Taxon Name,Influent_WWTP_1_24_24_MH1_S480,Influent_WWTP_2_1_24_MH1_S340,Influent_WWTP_1_24_24_MH2_S478,Influent_WWTP_1_24_24_MH3_S479,Influent_WWTP_1_24_24_MH4_S476,Influent_WWTP_2_1_24_MH2_S339,Influent_WWTP_2_1_24_MH3_S346,Influent_WWTP_2_1_24_MH4_S341,Influent_WWTP_2_10_24_MH2_S348,Influent_WWTP_2_10_24_MH3_S338,Influent_WWTP_2_10_24_MH4_S337,Influent_WWTP_2_14_24_MH2_S349,Influent_WWTP_2_14_24_MH3_S343,Influent_WWTP_2_14_24_MH4_S342,Influent_WWTP_7_31_23_MH2_S477,Influent_WWTP_7_31_23_MH3_S355,Influent_WWTP_7_31_23_MH4_S347,Influent_WWTP_7_24_23_MH2_S473,Influent_WWTP_7_24_23_MH3_S359,Influent_WWTP_7_24_23_MH4_S358,Influent_WWTP_7_17_23_MH2_S474,Influent_WWTP_7_17_23_MH3_S351,Influent_WWTP_7_17_23_MH4_S350,Influent_WWTP_7_10_23_MH2_S353,Influent_WWTP_7_10_23_MH3_S354
Cyclotella cryptica,,,,,,,14,,,,,,,,,,,,,,,,,,
Albugo laibachii,,,,,,,14,,116,1,28,3,1,10,,,,,,,,,5,,
Aspergillus fumigatus,,,,,,,1,1,,,,,,,2,2,,2,,,2,1,,,
Aoqinvirus RD1410W101,,,,,,,2,,1,3,1,1,,,,,,2,,,,,,,
Thiocapsa roseopersicina,,,,,,,1,2,,,,,,,,1,,,,,,3,,1,
Brachyspira aalborgi,,,,,,,6,,,,,,,,,,,,,,,,,,
Enterovibrio norvegicus,,,,,,,1,,,,,,,,,,,,,,,,,,
Flavobacterium sp. Tm-T1-9,,,,,,,11,,,,,,,,,,,,,,,,,,
Stridulivelia strigosa,,,,,,,11,,,,,,,,,,,,,,,,,,
Haslea nusantara,,,,,,,1,,,,,,,,,,,,,,,,,,
Alteromonas sp.,,,,,,,1,,,,,,,,,,,,,,,,,,
Enterobacter sp.,,,,,,,2,,1,,,1,,,,,,,,,,,,,
Synechococcus sp. WH 8109,,,,,,,1,,1,,,,,,,1,,,1,1,,6,,,
Flavobacterium sp. 4214,,,,,,,10,7,,,,,3,,,,,,,,,,,,
Cupriavidus respiraculi,,,,,,,2,,,,,,,,,,,,,,,,,,
Pochonia chlamydosporia,,,,,,,9,2,,,2,,2,,,1,,,,,,,,,4
uncultured Odoribacter sp.,,,,,,,2,,,,,,,,,,,,,,,,,,
Bacillus sp. N1-1,,,,,,,9,,,,,2,1,,,,3,,,1,2,3,3,3,2
Pomeroyivirus V13,,,,,,,1,,,1,,,,,,,,,,,,,,,
Porphyromonas macacae,,,,,,,2,,,,,,,,,,,,,,,,,,
Alishewanella agri,,,,,,,2,,,,,,,,,,,,,,,,,,
Comamonas sp. zjy2-3,,,,,,,8,,,,,,,,,,,,,,,,,,
uncultured Filobasidiella,,,,,,,8,,,,,,,,1,,,,,,,,,2,
Waedenswilvirus S6,,,,,,,1,,,,,,1,,,,,,,,,,,,
Raunefjordenvirus CB2047B,,,,,,,1,,2,,,,,,,,,,,,,,,,
Pseudomonas phage REC,,,,,,,8,1,,,,,,,,,,,,,,,,,
Ligilactobacillus acidipiscis,,,,,,,7,,2,,4,1,4,5,,1,1,2,1,1,,3,,,
Notheia anomala,,,,,,,7,1,,,,,,,,,,,,,,,,,
Acetomicrobium mobile,,,,,,,5,,,4,,,1,,7,4,2,9,8,4,5,7,1,7,2
Cryptophyta sp. CCMP2293,,,,,,,1,,82,,,,,,,,,,,,,,,2,
Xanthomonas sp. AK(2010),,,,,,,7,1,,,,,,,1,,,,2,,,,,,
Synechococcus sp. A15-60,,,,,,,7,,,,,,,,,1,,5,,1,,,1,,1
Achromobacter insuavis,,,,,,,1,,,,,,,,,,,,,,,,,,
Pseudomonas phage phiPsa315,,,,,,,4,1,,,,,,,,,,,,,,1,2,,
Phaeocystis rex,,,,,,,7,,,,,,,,,,,,,,,,,,
Helianthus annuus,,,,,,,2,,8,2,1,,,,4,1,,6,,2,3,1,,,
Caenorhabditis remanei,,,,,,,1,4,,1,,,,2,,,,,2,,,,,,
Dendronephthya gigantea,,,,,,,1,2,1,,,,,,,,,,,2,,,,,
uncultured Sphingobacteriales bacterium HF0010_19H17,,,,,,,1,,,,,2,,,7,2,5,5,3,1,2,1,,7,4
Aeromonas sp. REm-amp_66,,,,,,,6,,1,,,,,,,,,,,,,,,,
uncultured bacterium AST2,,,,,,,6,1,5,,,1,7,1,,,,,,,,,,,
Kagunavirus K1ind2,,,,,,,6,,,,,,,,1,,,,,,,,,,3
Erythrobacter sp. Alg231-14,,,,,,,6,1,1,2,,,,,,2,4,8,6,5,,1,6,3,
Hawkeyevirus hawkeye,,,,,,,2,2,,,1,,,,,,,,2,,1,,,5,6
Providencia phage PSTCR3,,,,,,,6,,,,,,,,,,,,,,,,,,
Closterium sp. NIES-67,,,,,,,2,,,3,,,,,,,,,,,,,,,
Siphoviridae sp. ctwhn18,,,,,,,6,,,,,,,2,,2,,,,,,,,,
Shewanella phage vB_SspS_KASIA,,,,,,,2,,,,,,,,128,186,55,,,,,,,2,
Saccharomyces paradoxus,,,,,,,3,1,,,,,,,28,10,,,1,,1,1,3,2,1
Rhizopus microsporus,,,,,,,1,,1,,,,,,,,2,3,1,2,3,,,,
Pseudomonas vranovensis,,,,,,,4,,,,2,,,,3,,1,,,,,,,,1
uncultured bacterium scaffold00056,,,,,,,2,,1,,,,2,,,1,,,,,,,,,
